,Dept,Num,Name,Desc,Reqs
140,AEEE,2501,Agriscience Laboratory Applications,"2 hrs. lecture; 2 hrs. lab. Demonstration of methods of teaching in an agriscience laboratory utilizing a variety of technologies. modules will include topics related to aquaculture systems, microscopy, tissue culture, soil and water testing, electrophoresis, hydroponics, global positioning systems, robotics, and presentation technologies. Students will apply scientific principles to the development of individual agriscience projects.", BIOL 1001 or BIOL 1201
141,AEEE,2504,Agricultural and Environmental Sciences for Educators,"Methods and management of educational experiences in ag. and environmental education. Examines teaching methods, delivery, and common challenges encountered by agricultural education professionals curating experiences related to environmental and natural resources. Special emphasis on middle/high school agricultural education and FFA and 4-H contests related to soils, entomology, and environmental sciences.", Permission of department
142,AEEE,2819,Special Topics in Agricultural and Extension Education,Can be repeated for up to 6 hours when topics vary. Individual and group study of selected topics under the direction of a faculty member., Permission of department
143,AEEE,3001,Engaging Diverse Learners in Agricultural and Extension Education,"Addresses the planning, delivering, and evaluation of experiential learning activities for students with diverse learning needs. Specific strategies for working with student diversity in authentic learning laboratories.", AEEE 2001
144,AEEE,3010,Internship in Cooperative Extension,"Open to selected students completing their junior year who are considering a career with the Cooperative Extension Service. Seven-week period of study, observation, and practicum in a parish Louisiana Cooperative Extension Service office plus a two-week period of classes in extension education.", permission of instructor
145,AEEE,3011,Public Engagement Strategies for Agricultural Research,"Analysis and application for effectively disseminating scientific research to the public, within the context of agriculture, food, and natural resources.",No listed prerequisites
146,AEEE,3301,Introduction to Program Evaluation for Agricultural and Extension Educators,Conducting program evaluations in real-world contexts of the formal agricultural education classroom and non-formal education settings.,No listed prerequisites
147,AEEE,3603,Classroom Management in Agricultural and Extension Education," Managing the agricultural education classroom; emphasis on student behavior; techniques for preventing, diagnosing and handling student discipline problems.", AEEE 2001
148,AEEE,3604,Human Diversity in Learning in Agricultural and Extension Education," This course strives to better prepare today’s teachers/trainers to achieve their goals of delivering an effective education to diverse students who are living in a complex, interdependent world. Each of the various diversities addressed in this course mediate one another and do not act in isolation, which further complicates an educator’s task, but is nonetheless critical to an understanding of classroom interaction.", AEEE 2001
149,AEEE,3605,Field Experiences in Agricultural and Extension Education," The purpose of this field experience is to provide direct experiences to increase understanding of learning process and apply skills for facilitating the process. The course provides detailed guides for observing the dynamics of the classroom and community, participating with the classroom teacher and then reflecting on the experience. Motivation, classroom management, and teaching strategies are the focus areas of the experience.", AEEE 2001
150,AEEE,3722,Group Process and Facilitation Skills,Understanding youth and adult group dynamics; models of decision making and group consensus skills. Focus on acquiring and refining facilitation skills needed to lead groups through goal setting and goal attainment.,No listed prerequisites
151,AEEE,4010,Foundations of Cooperative Extension,"History, objectives, organization, relationships, and teaching processes in cooperative extension.",No listed prerequisites
152,AEEE,4011,Communications in Agricultural & Extension Education,Synthesis and application of concepts and principles of communication in the extension educational program.,No listed prerequisites
153,AEEE,4026,Informal Education Programs for Youth,"Organization, leadership and evaluation of informal youth education programs.",No listed prerequisites
154,AEEE,4027,Advanced Issues in Youth Development,Current trends and issues associated with adolescent development; analytical approach to identifying and prescribing solutions to the challenges encountered by youth in a wide range of youth development contexts.,No listed prerequisites
155,AEEE,4039,International Experience in Agricultural and Extension Education,May be taken for a max. of 6 hrs. credit when topics vary. Issues related to international development; emphasis on extension and nonformal education programs in third world countries.,No listed prerequisites
156,AEEE,4101,Instructional Design & Evaluation for Agricultural & Extension Education,"Curriculum, course unit, and lesson plan development in agricultural and extension education; selection and evaluation of course materials.",No listed prerequisites
157,AEEE,4102,Teaching Methods in Agricultural & Extension Education,"Recognized methods of instruction and presentation in agricultural education, including the selection of teaching aids and support materials, strategies for working with diverse learners, and classroom management.",No listed prerequisites
